FishCode,FishDesc,Consigned,Sold,LowPrice,AvgPrice,HighPrice,MonthNum,YearNum,FishGroup
CADM,Cod | market,8739.0,8439,2.0,2.57,3.62,2,2012,Cod
HDDL,Haddock | large,5602.0,5602,1.7,2.29,3.52,2,2012,Haddock
HDDS,Haddock | scrod,3318.0,3318,1.36,1.96,2.12,2,2012,Haddock
POWX,Redfish | mixed,17593.0,17495,0.0,0.81,1.61,2,2012,Redfish
PADL,"Pollock, Atl | large",27659.0,27659,1.15,1.39,1.98,2,2012,Pollock
FADM,"Halibut, Atlantic | 50-85",52.0,52,9.41,9.41,9.41,2,2012,Halibut
CADS,Cod | scrod,164.0,164,1.6,1.98,2.37,2,2012,Cod
HWSS,"Hake, white | small",490.0,408,0.63,0.83,0.89,2,2012,Hake
HWSJ,"Hake, white | sow",3422.0,3422,0.79,1.31,2.01,2,2012,Hake
HWSM,"Hake, white | medium",1796.0,1747,0.0,0.95,1.45,2,2012,Hake
PADM,"Pollock, Atl | medium",20890.0,20890,0.83,1.15,1.76,2,2012,Pollock
HWSL,"Hake, white | large",15382.0,15382,0.67,1.04,1.63,2,2012,Hake
PADS,"Pollock, Atl | small",19870.0,18618,0.0,0.87,1.66,2,2012,Pollock
PADL,"Pollock, Atl | large",126396.0,126396,1.02,1.31,1.8,3,2012,Pollock
HWSM,"Hake, white | medium",5020.0,5020,0.63,1.17,2.15,3,2012,Hake
CADL,Cod | large,45170.0,45149,0.0,2.44,5.17,3,2012,Cod
FADM,"Halibut, Atlantic | 50-85",62.0,62,8.36,8.36,8.36,3,2012,Halibut
HDDS,Haddock | scrod,1172.0,1169,0.0,2.56,3.47,3,2012,Haddock
HWSL,"Hake, white | large",57032.0,57032,0.77,1.26,2.52,3,2012,Hake
POWX,Redfish | mixed,15697.0,14568,0.53,0.81,1.81,3,2012,Redfish
CADM,Cod | market,34374.0,34374,1.87,2.39,3.67,3,2012,Cod
PADS,"Pollock, Atl | small",66686.0,66665,0.0,0.86,1.34,3,2012,Pollock
FADS,"Halibut, Atlantic | 10-50",62.0,62,8.01,8.07,8.11,3,2012,Halibut
FYWL,Yellowtail | large,3.0,3,0.89,0.89,0.89,3,2012,Yellowtail
HDDL,Haddock | large,3297.0,3297,2.29,3.02,4.17,3,2012,Haddock
PADM,"Pollock, Atl | medium",63151.0,63151,0.77,1.15,1.52,3,2012,Pollock
CADS,Cod | scrod,119.0,119,1.28,2.05,2.4,3,2012,Cod
HWSS,"Hake, white | small",673.0,658,0.0,0.96,1.25,3,2012,Hake
HWSJ,"Hake, white | sow",26251.0,26251,0.92,1.4,2.91,3,2012,Hake
HWSL,"Hake, white | large",39668.0,39668,1.5,2.15,3.1,4,2012,Hake
HWSM,"Hake, white | medium",3977.0,3977,1.31,1.98,2.51,4,2012,Hake
PADM,"Pollock, Atl | medium",94033.0,94033,0.73,0.92,1.61,4,2012,Pollock
PADS,"Pollock, Atl | small",62774.0,62774,0.64,0.81,1.61,4,2012,Pollock
POWX,Redfish | mixed,23073.0,23071,0.0,0.75,1.32,4,2012,Redfish
HWSS,"Hake, white | small",701.0,699,0.0,1.67,2.03,4,2012,Hake
HDDL,Haddock | large,631.0,631,2.04,4.15,5.57,4,2012,Haddock
HWSJ,"Hake, white | sow",17103.0,17103,1.75,2.27,4.02,4,2012,Hake
PADL,"Pollock, Atl | large",121607.0,121607,0.75,1.16,2.07,4,2012,Pollock
CADS,Cod | scrod,200.0,197,0.0,2.28,3.03,4,2012,Cod
FADS,"Halibut, Atlantic | 10-50",152.0,113,0.0,8.83,9.51,4,2012,Halibut
FYWL,Yellowtail | large,9.0,9,1.19,1.29,1.48,4,2012,Yellowtail
CADL,Cod | large,20546.0,20546,2.8,4.26,7.06,4,2012,Cod
CADM,Cod | market,27236.0,26636,2.43,3.48,4.87,4,2012,Cod
FYWX,Yellowtail | mixed,6.0,6,1.44,1.44,1.44,4,2012,Yellowtail
HDDS,Haddock | scrod,557.0,557,1.19,2.31,2.77,4,2012,Haddock
HWSJ,"Hake, white | sow",11625.0,11615,0.0,2.36,3.72,5,2012,Hake
PADS,"Pollock, Atl | small",45791.0,45762,0.0,0.79,1.21,5,2012,Pollock
HWSL,"Hake, white | large",67749.0,67749,0.94,1.66,2.52,5,2012,Hake
HWSM,"Hake, white | medium",11867.0,11867,0.85,1.38,2.16,5,2012,Hake
CADS,Cod | scrod,134.0,134,1.38,2.23,2.8,5,2012,Cod
FADS,"Halibut, Atlantic | 10-50",101.0,68,0.0,9.07,9.56,5,2012,Halibut
HWSS,"Hake, white | small",1891.0,1891,0.4,0.99,1.77,5,2012,Hake
PADM,"Pollock, Atl | medium",67945.0,67945,0.73,1.03,1.65,5,2012,Pollock
FADL,"Halibut, Atlantic | 85-125",123.0,123,6.95,6.95,6.95,5,2012,Halibut
FYWL,Yellowtail | large,3.0,0,0.0,0.0,0.0,5,2012,Yellowtail
CADL,Cod | large,4258.0,4258,3.02,5.12,7.66,5,2012,Cod
CADM,Cod | market,8759.0,8759,2.22,3.26,4.62,5,2012,Cod
FYWX,Yellowtail | mixed,12.0,12,1.19,1.19,1.19,5,2012,Yellowtail
PADL,"Pollock, Atl | large",82061.0,81639,0.8,1.33,2.99,5,2012,Pollock
HDDL,Haddock | large,147.0,147,2.23,2.96,3.21,5,2012,Haddock
HDDS,Haddock | scrod,125.0,125,1.48,1.98,2.43,5,2012,Haddock
POWX,Redfish | mixed,21952.0,21952,0.46,0.75,1.8,5,2012,Redfish
HWSJ,"Hake, white | sow",4376.0,4376,1.25,2.82,3.77,6,2012,Hake
CADS,Cod | scrod,1021.0,1021,1.56,2.3,3.57,6,2012,Cod
FADS,"Halibut, Atlantic | 10-50",27.0,27,6.81,6.81,6.81,6,2012,Halibut
HWSS,"Hake, white | small",1163.0,1163,0.5,1.05,1.23,6,2012,Hake
FYWL,Yellowtail | large,108.0,108,0.79,1.29,1.6,6,2012,Yellowtail
PADM,"Pollock, Atl | medium",100710.0,98662,0.6,0.85,1.92,6,2012,Pollock
CADM,Cod | market,70080.0,70080,1.69,2.64,4.57,6,2012,Cod
HDDL,Haddock | large,754.0,754,1.5,3.35,5.32,6,2012,Haddock
PADS,"Pollock, Atl | small",31027.0,30908,0.0,0.82,1.49,6,2012,Pollock
HDDS,Haddock | scrod,1159.0,1159,1.64,2.48,3.62,6,2012,Haddock
HWSL,"Hake, white | large",102997.0,102982,0.74,1.53,5.13,6,2012,Hake
POWX,Redfish | mixed,14732.0,10531,0.4,0.82,2.5,6,2012,Redfish
CADL,Cod | large,20215.0,19915,1.83,3.21,6.06,6,2012,Cod
FYWX,Yellowtail | mixed,17.0,10,0.0,1.11,1.37,6,2012,Yellowtail
HWSM,"Hake, white | medium",9410.0,9397,0.81,1.35,2.38,6,2012,Hake
FADM,"Halibut, Atlantic | 50-85",133.0,133,7.66,7.82,8.01,6,2012,Halibut
FYWS,Yellowtail | small,189.0,189,0.79,1.16,1.32,6,2012,Yellowtail
PADL,"Pollock, Atl | large",163713.0,162200,0.64,0.95,2.12,6,2012,Pollock
CADL,Cod | large,13883.0,13883,2.33,4.0,6.32,7,2012,Cod
CADM,Cod | market,86950.0,80094,1.99,3.14,4.72,7,2012,Cod
CADS,Cod | scrod,1028.0,908,0.0,2.35,3.18,7,2012,Cod
HDDS,Haddock | scrod,2055.0,2050,1.38,2.13,3.06,7,2012,Haddock
FADS,"Halibut, Atlantic | 10-50",97.0,67,0.0,7.2,7.2,7,2012,Halibut
FYWL,Yellowtail | large,46.0,42,0.0,1.16,1.32,7,2012,Yellowtail
FYWX,Yellowtail | mixed,8.0,8,0.98,1.0,1.01,7,2012,Yellowtail
HDDL,Haddock | large,1371.0,1371,1.55,2.56,4.02,7,2012,Haddock
HWSJ,"Hake, white | sow",4451.0,4451,1.52,2.99,5.42,7,2012,Hake
FYWS,Yellowtail | small,73.0,73,0.83,1.09,1.21,7,2012,Yellowtail
PADL,"Pollock, Atl | large",230470.0,230125,0.65,0.98,2.3,7,2012,Pollock
FADL,"Halibut, Atlantic | 85-125",115.0,0,0.0,0.0,0.0,7,2012,Halibut
HWSS,"Hake, white | small",696.0,696,0.6,0.89,1.51,7,2012,Hake
POWX,Redfish | mixed,9734.0,9724,0.24,0.61,5.17,7,2012,Redfish
HWSM,"Hake, white | medium",6904.0,6904,0.69,1.4,2.21,7,2012,Hake
PADM,"Pollock, Atl | medium",99571.0,99508,0.64,0.87,1.9,7,2012,Pollock
FADM,"Halibut, Atlantic | 50-85",122.0,122,6.81,6.81,6.81,7,2012,Halibut
HWSL,"Hake, white | large",109392.0,109392,1.2,1.71,2.78,7,2012,Hake
PADS,"Pollock, Atl | small",16881.0,16871,0.62,0.8,1.64,7,2012,Pollock
HDDL,Haddock | large,2648.0,2648,1.74,2.49,4.72,8,2012,Haddock
CADM,Cod | market,79505.0,75205,1.07,3.0,5.32,8,2012,Cod
FYWX,Yellowtail | mixed,2.0,2,1.0,1.0,1.0,8,2012,Yellowtail
PADL,"Pollock, Atl | large",214130.0,210885,0.72,1.0,1.76,8,2012,Pollock
CADL,Cod | large,17391.0,17357,1.9,3.47,5.47,8,2012,Cod
FADM,"Halibut, Atlantic | 50-85",260.0,260,6.81,7.29,7.81,8,2012,Halibut
HDDS,Haddock | scrod,2305.0,2137,0.0,1.86,4.07,8,2012,Haddock
CADS,Cod | scrod,576.0,538,0.0,2.18,3.82,8,2012,Cod
FADS,"Halibut, Atlantic | 10-50",150.0,83,0.0,7.26,7.61,8,2012,Halibut
FYWL,Yellowtail | large,10.0,10,1.1,1.2,1.36,8,2012,Yellowtail
FYWS,Yellowtail | small,14.0,13,0.0,1.2,1.31,8,2012,Yellowtail
HWSS,"Hake, white | small",2060.0,1757,0.0,0.74,1.15,8,2012,Hake
PADM,"Pollock, Atl | medium",85564.0,84551,0.63,0.88,1.5,8,2012,Pollock
HWSL,"Hake, white | large",89434.0,78808,0.65,1.57,2.96,8,2012,Hake
POWX,Redfish | mixed,12006.0,11644,0.0,0.55,1.99,8,2012,Redfish
HWSJ,"Hake, white | sow",3652.0,3491,1.43,2.92,3.77,8,2012,Hake
HWSM,"Hake, white | medium",16063.0,14855,0.82,1.18,1.82,8,2012,Hake
PADS,"Pollock, Atl | small",23806.0,14592,0.61,0.86,1.41,8,2012,Pollock
FADM,"Halibut, Atlantic | 50-85",79.0,79,6.86,6.86,6.86,9,2012,Halibut
PADL,"Pollock, Atl | large",144785.0,144785,1.01,1.45,2.25,9,2012,Pollock
CADL,Cod | large,17268.0,16870,0.0,3.93,5.52,9,2012,Cod
CADM,Cod | market,41125.0,40826,2.25,3.43,4.62,9,2012,Cod
HWSM,"Hake, white | medium",7764.0,7764,0.79,1.5,2.18,9,2012,Hake
HDDS,Haddock | scrod,724.0,696,0.0,2.85,4.52,9,2012,Haddock
POWX,Redfish | mixed,8116.0,8103,0.47,0.75,1.9,9,2012,Redfish
HDDL,Haddock | large,963.0,963,1.7,3.27,4.72,9,2012,Haddock
HWSJ,"Hake, white | sow",5475.0,5167,0.0,2.85,3.67,9,2012,Hake
PADM,"Pollock, Atl | medium",57513.0,57213,1.01,1.33,1.95,9,2012,Pollock
PADS,"Pollock, Atl | small",22599.0,22307,0.73,1.16,1.75,9,2012,Pollock
HWSL,"Hake, white | large",82777.0,82777,1.09,1.67,2.32,9,2012,Hake
CADS,Cod | scrod,181.0,174,0.0,2.48,3.05,9,2012,Cod
FADS,"Halibut, Atlantic | 10-50",185.0,185,7.2,7.5,7.91,9,2012,Halibut
HWSS,"Hake, white | small",1741.0,1613,0.0,1.16,1.37,9,2012,Hake
HWSL,"Hake, white | large",52139.0,49678,1.2,2.04,3.92,10,2012,Hake
PADS,"Pollock, Atl | small",44629.0,41029,0.71,1.07,1.92,10,2012,Pollock
CADL,Cod | large,11134.0,11134,1.99,4.08,6.46,10,2012,Cod
FADM,"Halibut, Atlantic | 50-85",152.0,100,0.0,8.13,9.11,10,2012,Halibut
HWSM,"Hake, white | medium",12909.0,11172,0.83,1.7,3.97,10,2012,Hake
HWSS,"Hake, white | small",2019.0,1891,0.0,1.26,1.94,10,2012,Hake
POWX,Redfish | mixed,16763.0,16615,0.0,0.68,2.34,10,2012,Redfish
FYWS,Yellowtail | small,73.0,71,0.0,1.12,1.53,10,2012,Yellowtail
PADL,"Pollock, Atl | large",74154.0,74154,1.3,1.84,3.18,10,2012,Pollock
HWSJ,"Hake, white | sow",4927.0,4927,2.13,2.83,4.57,10,2012,Hake
CADM,Cod | market,24911.0,24721,1.97,2.93,4.57,10,2012,Cod
CADS,Cod | scrod,223.0,207,0.0,2.1,2.74,10,2012,Cod
FADS,"Halibut, Atlantic | 10-50",95.0,68,0.0,8.07,8.66,10,2012,Halibut
HDDL,Haddock | large,1999.0,814,0.0,3.17,4.67,10,2012,Haddock
HDDS,Haddock | scrod,3936.0,2477,0.0,2.73,3.87,10,2012,Haddock
PADM,"Pollock, Atl | medium",62990.0,62990,1.18,1.49,2.71,10,2012,Pollock
FYWL,Yellowtail | large,17.0,17,0.92,1.06,1.25,10,2012,Yellowtail
HWSL,"Hake, white | large",30358.0,29458,1.01,1.84,3.92,11,2012,Hake
HWSS,"Hake, white | small",568.0,458,0.0,0.99,1.2,11,2012,Hake
POWX,Redfish | mixed,16493.0,16349,0.26,0.7,2.15,11,2012,Redfish
HWSJ,"Hake, white | sow",6260.0,6260,1.06,2.16,4.32,11,2012,Hake
HWSM,"Hake, white | medium",2865.0,2859,0.0,1.33,2.28,11,2012,Hake
FADS,"Halibut, Atlantic | 10-50",267.0,267,7.51,10.0,11.16,11,2012,Halibut
FYWL,Yellowtail | large,205.0,199,0.0,1.5,1.86,11,2012,Yellowtail
FYWS,Yellowtail | small,552.0,546,0.0,1.12,1.61,11,2012,Yellowtail
PADM,"Pollock, Atl | medium",90655.0,90655,0.68,1.04,2.0,11,2012,Pollock
PADS,"Pollock, Atl | small",29939.0,29639,0.49,0.91,1.68,11,2012,Pollock
CADL,Cod | large,8145.0,8084,1.51,3.05,6.11,11,2012,Cod
CADS,Cod | scrod,203.0,194,0.0,1.81,2.1,11,2012,Cod
HDDS,Haddock | scrod,339.0,339,1.93,2.49,2.81,11,2012,Haddock
FYWX,Yellowtail | mixed,8.0,4,0.0,1.0,1.0,11,2012,Yellowtail
CADM,Cod | market,36974.0,35654,1.05,1.65,3.1,11,2012,Cod
HDDL,Haddock | large,531.0,527,0.0,2.99,4.07,11,2012,Haddock
PADL,"Pollock, Atl | large",116977.0,116530,0.92,1.31,2.91,11,2012,Pollock
CADS,Cod | scrod,192.0,192,0.98,2.15,3.85,12,2012,Cod
FADS,"Halibut, Atlantic | 10-50",166.0,166,9.91,10.75,11.56,12,2012,Halibut
FYWL,Yellowtail | large,5.0,3,0.0,0.85,0.94,12,2012,Yellowtail
FYWS,Yellowtail | small,48.0,48,0.81,1.06,1.2,12,2012,Yellowtail
HWSS,"Hake, white | small",265.0,263,0.0,1.26,2.14,12,2012,Hake
HWSL,"Hake, white | large",31668.0,31668,1.14,2.05,4.52,12,2012,Hake
HDDL,Haddock | large,2607.0,2607,2.21,5.71,6.92,12,2012,Haddock
HWSJ,"Hake, white | sow",13093.0,13093,0.9,2.17,3.77,12,2012,Hake
HWSM,"Hake, white | medium",1362.0,1362,1.0,1.81,2.57,12,2012,Hake
PADM,"Pollock, Atl | medium",103764.0,103757,0.62,1.26,2.95,12,2012,Pollock
PADS,"Pollock, Atl | small",33961.0,31023,0.62,1.25,2.55,12,2012,Pollock
CADL,Cod | large,3788.0,3763,1.82,3.5,8.11,12,2012,Cod
CADM,Cod | market,12916.0,12901,1.1,2.22,5.96,12,2012,Cod
FYWX,Yellowtail | mixed,16.0,16,0.99,0.99,0.99,12,2012,Yellowtail
HDDS,Haddock | scrod,455.0,455,1.71,3.34,4.42,12,2012,Haddock
POWX,Redfish | mixed,19179.0,19179,0.41,0.66,1.64,12,2012,Redfish
FADM,"Halibut, Atlantic | 50-85",55.0,55,11.56,11.56,11.56,12,2012,Halibut
PADL,"Pollock, Atl | large",116359.0,116359,0.78,1.5,3.57,12,2012,Pollock
CADS,Cod | scrod,23.0,23,1.37,1.5,1.65,1,2011,Cod
FYWL,Yellowtail | large,1.0,1,1.14,1.14,1.14,1,2011,Yellowtail
HWSL,"Hake, white | large",14080.0,14080,1.02,1.36,2.22,1,2011,Hake
CADL,Cod | large,6386.0,6386,2.12,3.3,5.27,1,2011,Cod
HDDS,Haddock | scrod,308.0,308,1.0,1.44,1.76,1,2011,Haddock
POWX,Redfish | mixed,8399.0,8399,0.51,0.85,1.12,1,2011,Redfish
HWSM,"Hake, white | medium",1070.0,1070,1.0,1.22,1.82,1,2011,Hake
PADM,"Pollock, Atl | medium",31580.0,31580,0.66,1.04,1.6,1,2011,Pollock
PADS,"Pollock, Atl | small",50028.0,41159,0.61,0.73,1.35,1,2011,Pollock
PASX,"Pollock, Atl | scaler",86.0,64,0.0,0.6,0.6,1,2011,Pollock
HWSS,"Hake, white | small",351.0,351,0.61,0.71,0.95,1,2011,Hake
CASX,Cod | scaler,30.0,30,1.34,1.34,1.34,1,2011,Cod
PADL,"Pollock, Atl | large",23996.0,23996,0.77,1.33,1.77,1,2011,Pollock
HDDL,Haddock | large,695.0,695,1.44,1.82,2.05,1,2011,Haddock
HWSJ,"Hake, white | sow",1588.0,1588,1.09,1.28,2.01,1,2011,Hake
CADM,Cod | market,16511.0,16511,1.61,2.06,2.75,1,2011,Cod
HWSC,"Hake, white I scaler",113.0,113,0.81,0.81,0.81,1,2011,Hake
PADS,"Pollock, Atl | small",42108.0,40908,0.63,0.82,1.2,2,2011,Pollock
HDDL,Haddock | large,270.0,270,2.5,2.5,2.5,2,2011,Haddock
HDDS,Haddock | scrod,55.0,55,2.09,2.09,2.09,2,2011,Haddock
PADM,"Pollock, Atl | medium",22634.0,22634,0.81,1.11,2.0,2,2011,Pollock
CADL,Cod | large,1013.0,976,0.0,2.66,3.11,2,2011,Cod
HWSL,"Hake, white | large",8282.0,8230,0.0,0.91,1.29,2,2011,Hake
CADM,Cod | market,1574.0,1559,0.0,2.36,2.77,2,2011,Cod
PADL,"Pollock, Atl | large",19932.0,19932,1.2,1.48,2.26,2,2011,Pollock
HWSJ,"Hake, white | sow",2796.0,2796,0.89,0.93,1.6,2,2011,Hake
HWSS,"Hake, white | small",41.0,41,0.51,0.54,0.77,2,2011,Hake
POWX,Redfish | mixed,6845.0,6244,0.0,0.63,1.1,2,2011,Redfish
HWSM,"Hake, white | medium",380.0,377,0.0,0.76,0.92,2,2011,Hake
CADM,Cod | market,12429.0,11972,1.75,2.23,3.06,3,2011,Cod
HDDL,Haddock | large,1167.0,1164,0.0,2.88,4.27,3,2011,Haddock
FYWL,Yellowtail | large,300.0,1,0.0,1.18,1.18,3,2011,Yellowtail
FYWS,Yellowtail | small,542.0,537,0.0,0.61,0.61,3,2011,Yellowtail
CADS,Cod | scrod,41.0,41,1.34,1.43,1.93,3,2011,Cod
FADS,"Halibut, Atlantic | 10-50",49.0,49,9.51,9.51,9.51,3,2011,Halibut
HWSS,"Hake, white | small",190.0,190,0.49,0.83,1.77,3,2011,Hake
PADS,"Pollock, Atl | small",59628.0,58581,0.58,0.74,1.25,3,2011,Pollock
HWSJ,"Hake, white | sow",8012.0,6020,0.91,1.32,2.63,3,2011,Hake
HWSM,"Hake, white | medium",1067.0,1061,0.0,1.26,2.18,3,2011,Hake
CADL,Cod | large,21809.0,20009,1.67,2.19,3.97,3,2011,Cod
HDDS,Haddock | scrod,489.0,489,1.02,1.85,2.9,3,2011,Haddock
HWSL,"Hake, white | large",16933.0,16920,0.0,1.47,2.61,3,2011,Hake
POWX,Redfish | mixed,14658.0,14658,0.57,0.75,1.44,3,2011,Redfish
PADL,"Pollock, Atl | large",52628.0,51172,0.76,1.27,1.92,3,2011,Pollock
PADM,"Pollock, Atl | medium",42319.0,42319,0.66,0.98,1.38,3,2011,Pollock
CADM,Cod | market,30452.0,30152,1.84,2.84,4.77,4,2011,Cod
CADS,Cod | scrod,132.0,132,1.08,2.12,2.8,4,2011,Cod
HWSS,"Hake, white | small",122.0,122,0.6,1.04,1.32,4,2011,Hake
HDDL,Haddock | large,506.0,506,1.55,3.49,6.62,4,2011,Haddock
HWSJ,"Hake, white | sow",4709.0,4355,1.1,1.81,2.84,4,2011,Hake
FADM,"Halibut, Atlantic | 50-85",115.0,115,8.46,9.27,10.06,4,2011,Halibut
FYWS,Yellowtail | small,55.0,55,1.05,1.05,1.05,4,2011,Yellowtail
FYWX,Yellowtail | mixed,7.0,7,1.04,1.2,1.42,4,2011,Yellowtail
PADL,"Pollock, Atl | large",50178.0,50178,0.86,1.64,2.42,4,2011,Pollock
HWSM,"Hake, white | medium",1136.0,1136,0.74,1.28,1.85,4,2011,Hake
PADM,"Pollock, Atl | medium",48872.0,48872,0.8,1.34,1.89,4,2011,Pollock
CADL,Cod | large,22729.0,21484,1.77,3.73,7.26,4,2011,Cod
HDDS,Haddock | scrod,350.0,350,0.79,1.35,2.17,4,2011,Haddock
POWX,Redfish | mixed,4569.0,4532,0.3,0.85,1.38,4,2011,Redfish
HWSL,"Hake, white | large",12054.0,12054,1.0,1.53,2.71,4,2011,Hake
PADS,"Pollock, Atl | small",65408.0,65408,0.61,0.9,1.4,4,2011,Pollock
FADS,"Halibut, Atlantic | 10-50",26.0,26,8.96,8.96,8.96,4,2011,Halibut
FYWL,Yellowtail | large,38.0,38,0.97,1.26,1.28,4,2011,Yellowtail
FADM,"Halibut, Atlantic | 50-85",66.0,66,8.11,8.11,8.11,5,2011,Halibut
POWX,Redfish | mixed,17640.0,17522,0.0,0.68,1.21,5,2011,Redfish
FYWS,Yellowtail | small,232.0,232,0.76,1.08,1.72,5,2011,Yellowtail
HWSS,"Hake, white | small",2304.0,2297,0.0,1.19,1.71,5,2011,Hake
HWSJ,"Hake, white | sow",11664.0,11664,1.17,1.86,3.18,5,2011,Hake
CADM,Cod | market,62354.0,58851,1.37,1.83,3.04,5,2011,Cod
PADL,"Pollock, Atl | large",31175.0,31175,0.84,1.43,2.29,5,2011,Pollock
CADL,Cod | large,6651.0,6651,1.76,3.34,6.17,5,2011,Cod
HDDS,Haddock | scrod,2959.0,2959,0.93,1.81,2.48,5,2011,Haddock
HWSL,"Hake, white | large",52845.0,52845,0.89,1.75,2.94,5,2011,Hake
CADS,Cod | scrod,606.0,597,0.0,1.38,1.57,5,2011,Cod
FADS,"Halibut, Atlantic | 10-50",121.0,121,7.35,8.16,8.66,5,2011,Halibut
FYWL,Yellowtail | large,304.0,304,0.75,1.43,2.28,5,2011,Yellowtail
HDDL,Haddock | large,2675.0,2675,1.5,2.46,3.97,5,2011,Haddock
PADM,"Pollock, Atl | medium",28259.0,28259,0.65,1.21,2.03,5,2011,Pollock
FADL,"Halibut, Atlantic | 85-125",93.0,93,7.3,7.3,7.3,5,2011,Halibut
HWSM,"Hake, white | medium",10587.0,10587,0.76,1.33,2.8,5,2011,Hake
PADS,"Pollock, Atl | small",34168.0,34101,0.59,0.78,1.35,5,2011,Pollock
FADM,"Halibut, Atlantic | 50-85",195.0,195,7.46,7.84,8.11,6,2011,Halibut
HWSL,"Hake, white | large",64817.0,64817,0.91,1.3,2.07,6,2011,Hake
PADL,"Pollock, Atl | large",164847.0,164847,0.65,0.81,1.33,6,2011,Pollock
HDDS,Haddock | scrod,449.0,444,0.0,1.69,2.4,6,2011,Haddock
POWX,Redfish | mixed,18875.0,18875,0.37,0.63,1.62,6,2011,Redfish
HWSM,"Hake, white | medium",7595.0,7540,0.78,1.0,1.6,6,2011,Hake
HWSX,"Hake, white | mixed",29.0,29,0.8,0.8,0.8,6,2011,Hake
HWSJ,"Hake, white | sow",2395.0,2395,1.5,2.14,3.19,6,2011,Hake
PADS,"Pollock, Atl | small",52032.0,52032,0.61,0.69,1.06,6,2011,Pollock
CADS,Cod | scrod,709.0,670,0.0,1.39,2.25,6,2011,Cod
FADS,"Halibut, Atlantic | 10-50",45.0,45,7.31,7.31,7.31,6,2011,Halibut
HWSS,"Hake, white | small",1430.0,1430,0.5,0.81,1.24,6,2011,Hake
FYWL,Yellowtail | large,178.0,100,0.0,0.63,1.11,6,2011,Yellowtail
FYWS,Yellowtail | small,152.0,146,0.0,0.54,0.8,6,2011,Yellowtail
CADL,Cod | large,34801.0,32422,1.23,2.27,4.62,6,2011,Cod
CADM,Cod | market,94735.0,88087,1.16,1.78,2.95,6,2011,Cod
FYWX,Yellowtail | mixed,125.0,125,0.66,0.73,0.99,6,2011,Yellowtail
HDDL,Haddock | large,567.0,553,0.0,2.48,3.27,6,2011,Haddock
PADM,"Pollock, Atl | medium",148390.0,148390,0.64,0.72,1.21,6,2011,Pollock
FYWL,Yellowtail | large,9.0,9,0.77,1.01,1.13,7,2011,Yellowtail
HWSL,"Hake, white | large",89178.0,87221,0.9,1.14,2.39,7,2011,Hake
PADS,"Pollock, Atl | small",35841.0,35215,0.6,0.82,2.1,7,2011,Pollock
HDDS,Haddock | scrod,1256.0,1256,1.04,1.89,2.32,7,2011,Haddock
POWX,Redfish | mixed,14471.0,14470,0.0,0.69,1.63,7,2011,Redfish
CADL,Cod | large,62086.0,61881,1.42,2.3,3.67,7,2011,Cod
FADM,"Halibut, Atlantic | 50-85",120.0,120,8.61,9.0,9.41,7,2011,Halibut
HWSM,"Hake, white | medium",10135.0,10120,0.84,0.99,2.12,7,2011,Hake
PADM,"Pollock, Atl | medium",70836.0,70836,0.66,1.04,1.92,7,2011,Pollock
FYWS,Yellowtail | small,2.0,2,0.88,0.97,1.05,7,2011,Yellowtail
FYWX,Yellowtail | mixed,51.0,51,0.86,0.95,1.03,7,2011,Yellowtail
PADL,"Pollock, Atl | large",126698.0,126698,0.68,1.09,2.02,7,2011,Pollock
HWSJ,"Hake, white | sow",1750.0,1750,1.26,2.46,3.97,7,2011,Hake
CADM,Cod | market,151197.0,150897,1.05,2.13,2.98,7,2011,Cod
CADS,Cod | scrod,542.0,542,0.99,1.75,2.33,7,2011,Cod
FADS,"Halibut, Atlantic | 10-50",259.0,259,6.56,7.88,8.36,7,2011,Halibut
HDDL,Haddock | large,331.0,331,1.75,2.66,3.52,7,2011,Haddock
HWSS,"Hake, white | small",1202.0,1202,0.58,0.83,1.33,7,2011,Hake
HWSM,"Hake, white | medium",13193.0,13193,0.74,0.92,1.13,8,2011,Hake
PADS,"Pollock, Atl | small",13702.0,13401,0.61,0.95,1.42,8,2011,Pollock
FADS,"Halibut, Atlantic | 10-50",247.0,247,7.8,9.07,11.41,8,2011,Halibut
FYWL,Yellowtail | large,4.0,4,0.8,0.92,1.13,8,2011,Yellowtail
HDDL,Haddock | large,273.0,273,1.3,2.07,3.02,8,2011,Haddock
PADM,"Pollock, Atl | medium",74590.0,74590,0.7,0.98,1.38,8,2011,Pollock
CADL,Cod | large,44552.0,43593,2.0,2.99,5.07,8,2011,Cod
CADS,Cod | scrod,84.0,84,1.16,1.88,2.81,8,2011,Cod
HDDS,Haddock | scrod,504.0,457,0.0,1.36,1.79,8,2011,Haddock
HWSL,"Hake, white | large",116546.0,116546,0.85,1.06,2.51,8,2011,Hake
CADM,Cod | market,89438.0,87559,1.67,2.58,4.07,8,2011,Cod
HWSJ,"Hake, white | sow",2485.0,2485,1.29,2.15,3.01,8,2011,Hake
PADL,"Pollock, Atl | large",236984.0,236146,0.71,1.04,1.56,8,2011,Pollock
FADM,"Halibut, Atlantic | 50-85",184.0,130,0.0,9.49,9.71,8,2011,Halibut
HWSS,"Hake, white | small",965.0,963,0.0,0.72,0.91,8,2011,Hake
POWX,Redfish | mixed,7020.0,7019,0.0,0.84,1.62,8,2011,Redfish
HDDL,Haddock | large,796.0,792,0.0,2.14,2.45,9,2011,Haddock
